NO,Name,Status,Author,Year,Length,Weight,ESR,Area,Country,CountryName 1,CountryLongitude 1,CountryLatitude 1 ,CountryAltitude 1,CountryHeading 1,CountryTilt 1,CountryRange 1,CountryAltitudeMode 1,CountryName 2,CountryLongitude 2,CountryLatitude 2,CountryAltitude 2,CountryHeading 2,CountryTilt 2,CountryRange 2,CountryAltitudeMode 2,CountryName 3,CountryLongitude 3,CountryLatitude 3,CountryAltitude 3,CountryHeading 3,CountryTilt 3,CountryRange 3,CountryAltitudeMode 3,CountryName 4,CountryLongitude 4,CountryLatitude 4,CountryAltitude 4,CountryHeading 4,CountryTilt 4,CountryRange 4,CountryAltitudeMode 4,CountryName 5,CountryLongitude 5,CountryLatitude 5,CountryAltitude 5,CountryHeading 5,CountryTilt 5,CountryRange 5,CountryAltitudeMode 5,CountryName 6,CountryLongitude 6,CountryLatitude 6,CountryAltitude 6,CountryHeading 6,CountryTilt 6,CountryRange 6,CountryAltitudeMode 6,CountryName 7,CountryLongitude 7,CountryLatitude 7,CountryAltitude 7,CountryHeading 7,CountryTilt 7,CountryRange 7,CountryAltitudeMode 7,Region/Province/State/County,Formations,Name 1,Longitude 1,Latitude 1 ,Altitude 1,Heading 1,Tilt 1,Range 1,AltitudeMode 1,Name 2,Longitude 2,Latitude 2,Altitude 2,Heading 2,Tilt 2,Range 2,AltitudeMode 2,Name 3,Longitude 3,Latitude 3,Altitude 3,Heading 3,Tilt 3,Range 3,AltitudeMode 3,Name 4,Longitude 4,Latitude 4,Altitude 4,Heading 4,Tilt 4,Range 4,AltitudeMode 4,Name 5,Longitude 5,Latitude 5,Altitude 5,Heading 5,Tilt 5,Range 5,AltitudeMode 5,Name 6,Longitude 6,Latitude 6,Altitude 6,Heading 6,Tilt 6,Range 6,AltitudeMode 6,Name 7,Longitude 7,Latitude 7,Altitude 7,Heading 7,Tilt 7,Range 7,AltitudeMode 7,Name 8,Longitude 8,Latitude 8,Altitude 8,Heading 8,Tilt 8,Range 8,AltitudeMode 8,Name 9,Longitude 9,Latitude 9,Altitude 9,Heading 9,Tilt 9,Range 9,AltitudeMode 9,Name 10,Longitude 10,Latitude 10,Altitude 10,Heading 10,Tilt 10,Range 10,AltitudeMode 10,Name 11,Longitude 11,Latitude 11,Altitude 11,Heading 11,Tilt 11,Range 11,AltitudeMode 11,Name 12,Longitude 12,Latitude 12,Altitude 12,Heading 12,Tilt 12,Range 12,AltitudeMode 12,Name 13,Longitude 13,Latitude 13,Altitude 13,Heading 13,Tilt 13,Range 13,AltitudeMode 13,Time 1,Time 2,Clade 1,Clade 2,Clade 3,Clade 4,Clade 5,Clade 6,Clade 7,Clade 8,Clade 9,Clade 10,Clade 11,Clade 12,Clade 13,Clade 14,Clade 15,Clade 16,Clade 17,Clade 18,Clade 19,Clade 20,Material,Reference,Gen Info,Diet,Habitat,Link Audio
111,Yizhousaurus sunae,valid,Zhang et al.,2018,7 m,800 kg,"3,5",Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Lower Lufeng,Lower Lufeng,"102,5966239","25,5237677","1.845,9314055","-97,6906532","61,6676788","1.574,2852207",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,,,,,,,,,,,,,,Large part of skeleton with skull.,"Zhang, Q.-N., You, H.-L., Wang, T., Chatterjee, S. (2018). A new sauropodiform dinosaur with a ‘sauropodan’ skull from the Lower Jurassic Lufeng Formation of Yunnan Province, China. ","Yizhousaurus sunae lived around 200 million years ago during the Late Triassic in present-day China. It was a medium-sized sauropodomorph with a long neck, slender body, and moderately robust limbs. Yizhousaurus could walk bipedally or quadrupedally while feeding on vegetation.",Herbivore,Floodplains and forested areas,https://drive.google.com/file/d/1rjU8Dezw2jcK3XFpiO51qSxktkwYznsT/view?usp=drive_link
112,Yunnanosaurus huangi,valid,Young,1942,5 m,300 kg,"3,5",Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Lower Lufeng,Lower Lufeng,"102,5966239","25,5237677","1.845,9314055","-97,6906532","61,6676788","1.574,2852207",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian-Sinemurian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,,,,,,,,,,,,,,More than 20 individuals.,"C-C. Young (1942) ""Yunnanosaurus huangi Young (gen. et sp. nov.), a new Prosauropoda from the red beds at Lufeng, Yunnan"".","Yunnanosaurus huangi lived during the Early Jurassic in what is now China. It was a medium-sized sauropodomorph with a long neck, sturdy limbs, and moderately heavy body. Yunnanosaurus was primarily quadrupedal and fed on mid-level vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1E_abDLCB4JFM_27bK8WA7sS6ErfTXhzD/view?usp=drive_link
113,Abrosaurus dongpoi,valid,Ouyang,1989,Approx. 10 m,"Approx. 3,5 t",1,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sichuan,Lower Shaximiao,Lower Shaximiao,"104,9831141","28,7912388","432,2577310","38,6686813","68,1783175","1.324,0817377",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian-Callovian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Neosauropoda,Macronaria,,,,,,,,Two incomplete skulls.,"Ouyang H. (1989). A new sauropod dinosaur from Dashanpu, Zigong County, Sichuan Province (Abrosaurus dongpoensis gen. et sp. nov.).","Abrosaurus dongpoi lived around 160 million years ago during the Late Jurassic in present-day China. It was a medium-sized sauropod with a long neck, heavy body, and robust limbs. Abrosaurus was quadrupedal and fed on high vegetation, representing early neosauropod adaptations.",Herbivore,Floodplains and open forests,https://drive.google.com/file/d/1OpL8NDTA6NqO4WJPztky_DHi5mLv9qa0/view?usp=drive_link
114,Adratiklit boulahfa,valid,Maidment et al.,2019,"6,6 m","1,9 t",2,Africa,Morocco,Morocco,"-8,5972822","34,6031243","-2.053,4997271","-1,3247262","0,3832970","4.484.213,1805927",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fès-Meknès,El Mers II,El Mers II,"-4,4057948","33,4631534","1.289,1624956","64,1961835","54,6998531","1.082,5660533",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian,Dinosauria,Ornithischia,Genasauria,Thyreophora,Eurypoda,Stegosauria,,,,,,,,,,,,,,,"Dorsal vertebra and referred three cervical vertebrae, one dorsal vertebra and left humerus.","Maidment, Susannah C. R.; Raven, Thomas J.; Ouarhache, Driss; Barrett, Paul M. (2019). ""North Africa's first stegosaur: Implications for Gondwanan thyreophoran dinosaur diversity"".","Adratiklit boulahfa lived during the Middle Jurassic in what is now Morocco. It was a medium to large sauropod with a long neck, massive limbs, and heavy body. Adratiklit was quadrupedal and fed on mid- to high-level vegetation, one of the earliest known African sauropods.",Herbivore,Floodplains and open woodlands,https://drive.google.com/file/d/1RMkyXAKts_R_2qvbjYfhdMLCL2eEAmXB/view?usp=drive_link
115,Agilisaurus louderbacki,valid,Peng,1990,"1,6 m",10 kg,4,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sichuan,Lower Shaximiao,Lower Shaximiao,"104,9831141","28,7912388","432,2577310","38,6686813","68,1783175","1.324,0817377",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian-Callovian,Dinosauria,Ornithischia,Genasauria,Neornithischia,,,,,,,,,,,,,,,,,Almost complete skeleton with skull.,"Peng, G. (1990). ""A new small ornithopod (Agilisaurus louderbacki gen. et sp. nov.) from Zigong, China"". Newsletter of the Zigong Dinosaur Museum (in Chinese).","Agilisaurus louderbacki lived during the Middle Jurassic in what is now China. It was a small, bipedal ornithopod with a lightweight body, long legs, and strong hind limbs, built for agility. Agilisaurus likely fed on low vegetation and could escape predators quickly.",Herbivore,Forested hills and floodplains,https://drive.google.com/file/d/1RXoUNNhzZ9-hnwgg_FmKh_SJPjPDvGNr/view?usp=drive_link
116,Analong chuanjieensis,valid,Ren et al.,2020,"18,7 m","7,6 t","3,5",Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Chuanjie,Chuanjie,"102,0976522","24,9627148","1.609,2496120","-68,2557001","75,7616769","4.251,7804117",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Approx. Aalenian-Bajocian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Mamenchisauridae,,,,,,,,,Large part of skeleton.,"Ren, X.-X., Sekiya, T., Wang, T., Yang, Z.-W., & You, H.-L. (2020). A revision of the referred specimen of Chuanjiesaurus anaensis Fang et al., 2000: a new early branching mamenchisaurid sauropod from the Middle Jurassic of China.","Analong chuanjieensis lived around 160 million years ago during the Late Jurassic in present-day China. It was a medium-sized sauropod with a long neck, robust body, and heavy limbs. Analong was quadrupedal and fed on mid- to high-level vegetation.",Herbivore,Floodplains and open forests,https://drive.google.com/file/d/1TjkBnOS3Cx_jRkFnS_EMh9YZQad-C2QJ/view?usp=drive_link
117,Anhuilong diboensis,valid,"Ren, Huang & You",2018,20 m,10 t,2,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhui,Hongqin,Hongqin,"118,6201142","29,9396505","235,9985887","64,5129919","76,7539196","1.500,6978261",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Uncertain,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Mamenchisauridae,,,,,,,,,"Left humerus, ulna and radius.","Ren, X.-X., Huang, J.-D., & You, H.-L. (2018). The second mamenchisaurid dinosaur from the Middle Jurassic of Eastern China.","Anhuilong diboensis lived during the Middle Jurassic in what is now China. It was a large sauropod with a long neck, heavy body, and massive limbs. Anhuilong was quadrupedal and grazed on mid- to high-height vegetation, contributing to the diversity of Jurassic Asian sauropods.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1AMvop02BoShdFbqRj6VEBa67OjHtZ8Ec/view?usp=drive_link
118,Archaeodontosaurus descouensi,valid,Buffetaut,2005,Approx. 5 m,Approx. 450 kg,1,Africa,Madagascar,Madagascar,"45,1741113","-17,2996403","-134,1147808","10,7035160","10,2995497","3.577.746,7483431",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahajanga,Isalo IIIb,Isalo IIIb,"46,9975877","-16,6009250","31,0088534","-0,0000004","0,1823229","9.253,9914143",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,,,,,,,,,,,,"Partial dentary, several teeth.",Eric Buffetaut. (2005). A new sauropod dinosaur with prosauropod-like teeth from the Middle Jurassic of Madagascar.,"Archaeodontosaurus descouensi lived during the Middle Jurassic in what is now Madagascar. It was a medium to large sauropod with a long neck, heavy body, and robust limbs. Archaeodontosaurus was quadrupedal and fed on mid- to high-level vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1amgWAMxgHwk-MrnM-3tKGifoZsEKX-qB/view?usp=drive_link
119,Asfaltovenator vialidadi,valid,Rauhut & Pol,2019,"7,2 m",1 t,"3,5",South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chubut,Cañadón Asfalto,Cañadón Asfalto,"-69,2001447","-43,4000113","568,6714177","-10,1310553","61,1138793","240,1208796",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Aalenian-Bathonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Carnosauria,Allosauroidea,,,,,,,,,,Almost complete skull and partial skeleton.,Oliver W. M. Rauhut & Diego Pol (2019). Probable basal allosauroid from the early Middle Jurassic Cañadón Asfalto Formation of Argentina highlights phylogenetic uncertainty in tetanuran theropod dinosaurs.,"Asfaltovenator vialidadi lived around 170 million years ago during the Middle Jurassic in present-day Argentina. It was a large basal allosauroid theropod with a robust skull, powerful jaws, and strong limbs. Asfaltovenator was bipedal and a top predator of its ecosystem.",Carnivore,Floodplains and open forests,https://drive.google.com/file/d/1pAjhO0KhOEFDXoxMihUNBdC0ura4F-u7/view?usp=drive_link
121,Omeisaurus tianfuensis,valid,"He, Li, Cai & Gao",1984,18 m,7 t,4,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sichuan,Lower Shaximiao,Lower Shaximiao,"104,9831141","28,7912388","432,2577310","38,6686813","68,1783175","1.324,0817377",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian-Callovian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Possibly Mamenchisauridae,,,,,,,,,At least ten individuals (include almost complete skeleton with skull).,"X. He, K. Li, K. Cai and Y. Gao. (1984). Omeisaurus tianfuensis—a new species of Omeisaurus from Dashanpu, Zigong, Sichuan.","Omeisaurus tianfuensis lived during the Middle Jurassic in what is now China. It was a large sauropod with a long neck, sturdy limbs, and heavy body. ""Omeisaurus"" tianfuensis was quadrupedal and fed on high vegetation, contributing to the diversity of Chinese Jurassic sauropods.",Herbivore,Floodplains and forested areas,https://drive.google.com/file/d/1B-5OyZIrIiC45AhkKKFlC2eSPSa_daHT/view?usp=drive_link
122,Patagosaurus fariasi,valid,Bonaparte,1979,15 m,9 t,3,South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chubut,Cañadón Asfalto,Cañadón Asfalto,"-69,2001447","-43,4000113","568,6714177","-10,1310553","61,1138793","240,1208796",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Aalenian-Bathonian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,,,,,,,,,,Over a dozen individuals.,"Bonaparte, J.F. (1986). ""Les dinosaures (Carnosaures, Allosauridés, Sauropodes, Cétosauridés) du Jurassique Moyen de Cerro Cóndor (Chubut, Argentina)"".","Patagosaurus fariasi lived around 170 million years ago during the Middle Jurassic in what is now Argentina. It was a medium to large sauropod with a long neck, robust body, and massive limbs. Patagosaurus was quadrupedal and fed on mid- to high-level vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1rxvGzIGViHIz8nkcvjSvXBydUWbPP9P2/view?usp=drive_link
123,Piatnitzkysaurus floresi,valid,Bonaparte,1979,"4,7 m",320 kg,"3,5",South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chubut,Cañadón Asfalto,Cañadón Asfalto,"-69,2001447","-43,4000113","568,6714177","-10,1310553","61,1138793","240,1208796",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Aalenian-Bathonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Megalosauroidea,Piatnitzkysauridae,,,,,,,,,,,2 individuals (include large part of skeleton and incomplete skull).,"Bonaparte, (1986). Les Dinosaures (Carnosaures, Allosauridés, Sauropodes, Cétiosauridés) du Jurassique moyen de Cerro Cóndor (Chubut, Argentine).","Piatnitzkysaurus floresi lived during the Middle Jurassic in what is now Argentina. It was a medium-sized theropod with a slender body, long legs, and sharp teeth. Piatnitzkysaurus was bipedal and hunted medium-sized vertebrates in its ecosystem.",Carnivore,Floodplains and open woodlands,https://drive.google.com/file/d/1QfhmyARmChiQ4rL7WoX0coZ_ueH3OreE/view?usp=drive_link
124,Piveteausaurus divesensis,valid,Taquet & Welles,1977,"Approx. 5,5 m",Approx. 420 kg,"1,5",Europe,France,France,"-3,2555052","45,7371162","-454,1603896","-16,6623723","0,7580395","3.564.878,4383762",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normandy,Marnes de Dives,Marnes de Dives,"-0,0639536","49,3075096","3,7947382","169,3050031","64,7245641","119,1124065",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Late Callovian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Megalosauroidea,Megalosauridae,Afrovenatorinae,,,,,,,,,,"Frontals, parietals, braincase.","Carrano, Benson & Sampson, (2012). The phylogeny of Tetanurae (Dinosauria: Theropoda).","Piveteausaurus divesensis lived during the Middle Jurassic in what is now France. It was a medium-sized theropod with a robust skull, strong limbs, and sharp teeth. Piveteausaurus was bipedal and one of the top predators of its region.",Carnivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/12cBlXJhwbHjeWKAiwZ9xtFUhpu5sWd7f/view?usp=drive_link
125,Poekilopleuron bucklandii,valid,Eudes-Deslongchamps,1837,"6,8 m",800 kg,"2,5",Europe,France,France,"-3,2555052","45,7371162","-454,1603896","-16,6623723","0,7580395","3.564.878,4383762",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normandy,Calcaire de Caen,Calcaire de Caen,"0,4000886","49,4000287","97,9220463","-72,3338721","56,1373348","130,5015775",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Middle Bathonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Megalosauroidea,Megalosauridae,Possibly Afrovenatorinae,,,,,,,,,,"Partial skeleton (21 caudal vertebrae, limb bones, gastralia, scapula and other fragments)- destroyed.","Carrano, Benson & Sampson, (2012). The phylogeny of Tetanurae (Dinosauria: Theropoda).","Poekilopleuron bucklandii lived during the Middle Jurassic in what is now France. It was a medium to large theropod with a robust skull, sharp teeth, and strong limbs. Poekilopleuron was bipedal and preyed on medium to large vertebrates, one of the early allosauroid predators of Europe.",Carnivore,Floodplains and open forests,https://drive.google.com/file/d/1RXnXfYfC6u0adsDDIIorpOexNgte-E6a/view?usp=drive_link
126,Proceratosaurus bradleyi,valid,von Huene,1926,"2,7 m",95 kg,2,Europe,United Kingdom,United Kingdom,"-5,4282139","55,1022881","45,1485417","-15,6227355","6,3270023","2.554.337,5034103",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,Great Oolite Group,Great Oolite Group,"-2,2558524","51,7134984","211,0839799","17,1423309","63,2477534","468,3017726",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Bathonian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Orionides,Avetheropoda,Coelurosauria,Tyrannoraptora,Tyrannosauroidea,Proceratosauridae,,,,,,,,"Partial skull, mandibles, hyoid and two cervical rib fragments.","RAUHUT, O. W. M., MILNER, A. C., & MOORE-FAY, S. (2010). Cranial osteology and phylogenetic position of the theropod dinosaur Proceratosaurus bradleyi (Woodward, 1910) from the Middle Jurassic of England.","Proceratosaurus bradleyi lived around 165 million years ago during the Middle Jurassic in present-day England. It was a small to medium-sized theropod with a slender body, elongated snout, and sharp teeth. Proceratosaurus was bipedal and likely hunted small vertebrates.",Carnivore,Forested floodplains and open woodlands,https://drive.google.com/file/d/1fzDCsWGPHetG68yVVvk46vCoVr-eP0D-/view?usp=drive_link
127,Sanxiasaurus modaoxiensis,valid,Li et al.,2019,"1,7 m",12 kg,3,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Xintiangou,Xintiangou,"106,3217525","29,8609055","301,2639875","10,2692668","66,6105686","509,6274786",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Aalenian,Dinosauria,Ornithischia,Genasauria,Neornithischia,,,,,,,,,,,,,,,,,"Vertebrae (2 cervical, 11 dorsal, 4 sacral, 18 caudal), humeri, radii, ulnas, partial right ilium and ischium, femora, tibiae, left fibula, 3 metatarsi and 4 phalanges.","Li, N., Dai, H., Tan, C., Hu, X., Wei, Z., Lin, Y., … Peng, G. (2019). A neornithischian dinosaur from the Middle Jurassic Xintiangou Formation of Yunyang, Chongqing, China: the earliest record in Asia.","Sanxiasaurus modaoxiensis lived during the Middle Jurassic in what is now China. It was a medium-sized sauropodomorph with a long neck, slender body, and moderately robust limbs. Sanxiasaurus could walk bipedally or quadrupedally while feeding on vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1nuJeMX0H6KyBMb5dguP_NK4QZ6NI3eRr/view?usp=drive_link
128,Sarcolestes leedsi,valid,Lydekker,1893,"Approx. 2,1 m",Approx. 70 kg,1,Europe,United Kingdom,United Kingdom,"-5,4282139","55,1022881","45,1485417","-15,6227355","6,3270023","2.554.337,5034103",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,Oxford Clay,Oxford Clay,"-2,4663409","50,5917623","2,0295856","-10,5756440","63,6081510","118,6122918",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Jurassic,Callovian,Dinosauria,Ornithischia,Genasauria,Thyreophora,Eurypoda,Ankylosauria,Possibly Nodosauridae,,,,,,,,,,,,,,"Partial left mandible, referred dermal scutes (uncertain)","NAISH, D., & MARTILL, D. M. (2008). Dinosaurs of Great Britain and the role of the Geological Society of London in their discovery: Ornithischia.",Sarcolestes leedsi lived during the Middle Jurassic in what is now England. It was a medium-sized armored ornithischian with bony plates along its back. Sarcolestes was quadrupedal and fed on low vegetation.,Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1s9GBDdWe_HMMLT-oZ5YOsoiqmkjmR0e2/view?usp=drive_link
