NO,Name,Status,Author,Year,Length,Weight,ESR,Area,Country,CountryName 1,CountryLongitude 1,CountryLatitude 1 ,CountryAltitude 1,CountryHeading 1,CountryTilt 1,CountryRange 1,CountryAltitudeMode 1,CountryName 2,CountryLongitude 2,CountryLatitude 2,CountryAltitude 2,CountryHeading 2,CountryTilt 2,CountryRange 2,CountryAltitudeMode 2,CountryName 3,CountryLongitude 3,CountryLatitude 3,CountryAltitude 3,CountryHeading 3,CountryTilt 3,CountryRange 3,CountryAltitudeMode 3,CountryName 4,CountryLongitude 4,CountryLatitude 4,CountryAltitude 4,CountryHeading 4,CountryTilt 4,CountryRange 4,CountryAltitudeMode 4,CountryName 5,CountryLongitude 5,CountryLatitude 5,CountryAltitude 5,CountryHeading 5,CountryTilt 5,CountryRange 5,CountryAltitudeMode 5,CountryName 6,CountryLongitude 6,CountryLatitude 6,CountryAltitude 6,CountryHeading 6,CountryTilt 6,CountryRange 6,CountryAltitudeMode 6,CountryName 7,CountryLongitude 7,CountryLatitude 7,CountryAltitude 7,CountryHeading 7,CountryTilt 7,CountryRange 7,CountryAltitudeMode 7,Region/Province/State/County,Formations,Name 1,Longitude 1,Latitude 1 ,Altitude 1,Heading 1,Tilt 1,Range 1,AltitudeMode 1,Name 2,Longitude 2,Latitude 2,Altitude 2,Heading 2,Tilt 2,Range 2,AltitudeMode 2,Name 3,Longitude 3,Latitude 3,Altitude 3,Heading 3,Tilt 3,Range 3,AltitudeMode 3,Name 4,Longitude 4,Latitude 4,Altitude 4,Heading 4,Tilt 4,Range 4,AltitudeMode 4,Name 5,Longitude 5,Latitude 5,Altitude 5,Heading 5,Tilt 5,Range 5,AltitudeMode 5,Name 6,Longitude 6,Latitude 6,Altitude 6,Heading 6,Tilt 6,Range 6,AltitudeMode 6,Name 7,Longitude 7,Latitude 7,Altitude 7,Heading 7,Tilt 7,Range 7,AltitudeMode 7,Name 8,Longitude 8,Latitude 8,Altitude 8,Heading 8,Tilt 8,Range 8,AltitudeMode 8,Name 9,Longitude 9,Latitude 9,Altitude 9,Heading 9,Tilt 9,Range 9,AltitudeMode 9,Name 10,Longitude 10,Latitude 10,Altitude 10,Heading 10,Tilt 10,Range 10,AltitudeMode 10,Name 11,Longitude 11,Latitude 11,Altitude 11,Heading 11,Tilt 11,Range 11,AltitudeMode 11,Name 12,Longitude 12,Latitude 12,Altitude 12,Heading 12,Tilt 12,Range 12,AltitudeMode 12,Name 13,Longitude 13,Latitude 13,Altitude 13,Heading 13,Tilt 13,Range 13,AltitudeMode 13,Time 1,Time 2,Clade 1,Clade 2,Clade 3,Clade 4,Clade 5,Clade 6,Clade 7,Clade 8,Clade 9,Clade 10,Clade 11,Clade 12,Clade 13,Clade 14,Clade 15,Clade 16,Clade 17,Clade 18,Clade 19,Clade 20,Material,Reference,Gen Info,Diet,Habitat,Link Audio
93,Pradhania gracilis,valid,Kutty et al.,2007,"4,4 m",220 kg,2,Asia,India,India,"74,6345719","22,1094784","-1.156,0224272","5,0175281","2,1442221","7.316.601,2286580",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andhra Pradesh,Upper Dharmaram,Upper Dharmaram,"79,8514419","19,3807907","162,2415847","-4,8482245","65,8415069","556,4298196",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Possibly Massospondylidae,,,,,,,,,,,,,,Fragmentary skeleton and skull fragments.,"Kutty, T. S., Chatterjee, S., Galton, P. M., & Upchurch, P. (2007). Basal sauropodomorphs (Dinosauria: Saurischia) from the Lower Jurassic of India: their anatomy and relationships.","Pradhania gracilis lived during the Early Jurassic in what is now India. It was a small sauropodomorph with a long neck, slender body, and moderately robust limbs. Pradhania was bipedal or facultatively quadrupedal and fed on low- to mid-height vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1h9vu2HXmjLBn6wpXdEI-SjIEQqGjaf05/view?usp=drive_link
94,Pulanesaura eocollum,valid,McPhee et al.,2015,"7,5 m","1,7 t",2,Africa,South Africa,South Africa,"21,4384946","-25,4022114","1.605,6151303","-0,3196691","5,5700988","5.057.169,8686427",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Upper Elliot,Upper Elliot,"27,2746081","-30,3026669","1.536,8951401","-18,4156633","67,3212747","414,9986713",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian-Sinemurian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,,,,,,,,,,,,At least 2 individuals.,"McPhee, Bonnan, Yates, Neveling and Choiniere, (2015). A new basal sauropod from the pre-Toarcian Jurassic of South Africa: Evidence of niche-partitioning at the sauropodomorph-sauropod boundary?","Pulanesaura eocollum lived during the Early Jurassic in what is now South Africa. It was a medium-sized sauropodomorph with a long neck, heavy body, and strong limbs. Pulanesaura was primarily quadrupedal and fed on mid- to high-level vegetation, showing adaptations toward later giant sauropods.",Herbivore,Floodplains and open forests,https://drive.google.com/file/d/1aXrOg4REN7KsjVkZ5qor6rskZj2nwjFR/view?usp=drive_link
95,Saltriovenator zanellai,valid,"Dal Sasso​, Maganuco & Cau",2018,"7,5 m","1,35 t","2,5",Europe,Italy,Italy,"10,9844064","42,5698789","269,2791839","344,6350336","0,0000000","2.491.786,4361057",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lombardy,Saltrio,Saltrio,"9,0906921","45,9606988","723,0287402","68,9723861","72,9497319","1.314,5040120",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Early Sinemurian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Averostra,Ceratosauria,,,,,,,,,,,,,,Fragmentary skeleton with skull fragments. Referred tooth.,"Dal Sasso, Maganuco and Cau, (2018). The oldest ceratosaurian (Dinosauria: Theropoda), from the Lower Jurassic of Italy, sheds light on the evolution of the three-fingered hand of birds.","Saltriovenator zanellai lived during the Early Jurassic in what is now Italy. It was a large theropod with a robust skull, sharp teeth, and powerful limbs. Saltriovenator was bipedal and one of the earliest known large predatory dinosaurs in Europe, hunting medium-sized prey.",Carnivore,Coastal floodplains and open woodlands,https://drive.google.com/file/d/1FmeY4CMcoi0OGa5Vj-kXu-mI6TCQzAV5/view?usp=drive_link
96,Sanpasaurus yaoi,valid,Young,1944,8 m,"2,2 t","2,5",Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sichuan,Ziliujing,Ziliujing,"104,0049041","29,1937868","403,8518229","-47,4876160","73,2072595","716,3600761",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Approx. Toarcian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,,,,,,,,,,,,"Dorsal vertebral series, referred many fragments (mostly vertebrae).","McPhee, B.W., Upchurch, P., Mannion, P.D., Sullivan, C., Butler, R.J., Barrett, P.M. (2016). A revision of Sanpasaurus yaoi Young, 1944 from the Early Jurassic of China, and its relevance to the early evolution of Sauropoda (Dinosauria).","Sanpasaurus yaoi lived around 190 million years ago during the Early Jurassic in present-day China. It was a medium-sized sauropodomorph with a long neck, slender body, and moderately heavy limbs. Sanpasaurus could walk bipedally or quadrupedally while feeding on vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1nDtSm1tOsREN4-r1ZEftMxzpu7LPtVx1/view?usp=drive_link
97,Sarahsaurus aurifontanalis,valid,"Rowe, Sues & Reisz",2011,"4,75 m",280 kg,"3,5",North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,Kayenta,Kayenta,"-109,0518700","36,9998195","1.445,9894623","77,6172910","65,2065449","1.222,7985952",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian-Pliensbachian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Possibly Massospondylidae,,,,,,,,,,,,,,3 skeletons also with skulls.,"Marsh AD, Rowe TB (2018) “Anatomy and systematics of the sauropodomorph Sarahsaurus aurifontanalis from the Early Jurassic Kayenta Formation”.","Sarahsaurus aurifontanalis lived during the Early Jurassic in what is now North America. It was a medium-sized sauropodomorph with a long neck, lightly built body, and strong limbs. Sarahsaurus was bipedal or quadrupedal while feeding on low- to mid-height vegetation.",Herbivore,Floodplains and open forests,https://drive.google.com/file/d/1Hkf6WCY8HdVG2GsJaEbivoCdGR4jtlM_/view?usp=drive_link
98,Scelidosaurus harrisonii,valid,Owen,1861,"4,4 m",320 kg,"3,5",Europe,United Kingdom,United Kingdom,"-5,4282139","55,1022881","45,1485417","-15,6227355","6,3270023","2.554.337,5034103",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,Charmouth Mudstone,Charmouth Mudstone,"-2,8918148","50,7325679","52,7719215","10,6108684","66,5607220","850,2891454",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian,Dinosauria,Ornithischia,Genasauria,Thyreophora,Scelidosauridae,,,,,,,,,,,,,,,,At least over a dozen individuals (skeletons and skulls).,"Norman, D. B. (2019). Scelidosaurus harrisonii from the Early Jurassic of Dorset, England: cranial anatomy.","Scelidosaurus harrisonii lived around 190 million years ago during the Early Jurassic in what is now England. It was a small to medium-sized armored dinosaur with bony plates along its back. Scelidosaurus was quadrupedal and fed on low vegetation, one of the earliest known armored dinosaurs.",Herbivore,Coastal plains and floodplains,https://drive.google.com/file/d/1AJcO5ymvso7w44P2aj6kM0neesX3dhfi/view?usp=drive_link
99,Scutellosaurus lawleri,valid,Colbert,1981,"1,65 m (approx. 1,9 m)",10 kg (approx. 16 kg),4,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,Kayenta,Kayenta,"-109,0518700","36,9998195","1.445,9894623","77,6172910","65,2065449","1.222,7985952",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian-Pliensbachian,Dinosauria,Ornithischia,Genasauria,Thyreophora,,,,,,,,,,,,,,,,,Probably more than 30 individuals.,"Breeden, B.T. (2016) ""Observations on the osteology of scutellosaurus lawleri Colbert, 1981 (Ornithischia: Thyreophora) on the basis on new specimens from the Lower Jurassic Kayenta Formation of Arizona"".","Scutellosaurus lawleri lived during the Early Jurassic in what is now North America. It was a small, lightly built armored dinosaur with rows of bony scutes along its back. Scutellosaurus was bipedal or facultatively quadrupedal, feeding on low-lying plants.",Herbivore,Floodplains and open woodland,https://drive.google.com/file/d/1b0w4R1fl4XcFzUXmIwnHTJCRei3EpgzQ/view?usp=drive_link
100,Segisaurus halli,valid,Camp,1936,"1,55 m","4,5 kg","3,5",North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,Navajo Sandstone,Navajo Sandstone,"-111,3214170","36,8964181","1.451,3319016","-116,4099295","72,0447051","3.254,8799709",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian-Sinemurian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Coelophysoidea,Coelophysidae,,,,,,,,,,,,,,Large part of skeleton without skull.,"Carrano, Hutchinson and Sampson, (2005). New information on Segisaurus halli, a small theropod dinosaur from the Early Jurassic of Arizona.","Segisaurus halli lived during the Early Jurassic in what is now North America. It was a small, agile theropod with long legs, slender body, and sharp teeth. Segisaurus was bipedal and hunted small vertebrates and insects, representing an early coelophysoid in its region.",Carnivore/Insectivore,Semi-arid floodplains and open woodlands,https://drive.google.com/file/d/15jO9UwmgHiqGvO_Q4cGQg6q0VI4Gzi_C/view?usp=drive_link
101,Seitaad ruessi,valid,Sertich & Loewen,2010,"3,6 m",110 kg,3,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah,Navajo Sandstone,Navajo Sandstone,"-111,3214170","36,8964181","1.451,3319016","-116,4099295","72,0447051","3.254,8799709",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian-Sinemurian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,,,,,,,,,,,,,,"11 dorsal vertebrae, 16 ribs, pectoral girdles, left and partial right forelimb, partial pelvis, partial left hind limb, and array of gastral ribs.","Joseph J. W. Sertich and Mark A. Loewen (2010). Laudet, Vincent (ed.). ""A New Basal Sauropodomorph Dinosaur from the Lower Jurassic Navajo Sandstone of Southern Utah.","Seitaad ruessi lived around 200 million years ago during the Early Jurassic in what is now North America. It was a small to medium-sized sauropodomorph with a long neck, slender body, and moderately robust limbs. Seitaad could move bipedally or quadrupedally while feeding on vegetation.",Herbivore,Floodplains and open woodland,https://drive.google.com/file/d/14gXXA2jSLYp0efdAl6meZ7h9ui4tuKLA/view?usp=drive_link
102,Sinosaurus triassicus,valid,Young,1948,"5,65 m",380 kg,3,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,"Lower Lufeng, Fengjiahe",Lower Lufeng,"102,5966239","25,5237677","1.845,9314055","-97,6906532","61,6676788","1.574,2852207",relativeToGround,Fengjiahe,"101,3210474","26,2102024","2.220,0547552","15,8146613","67,9314382","1.014,1544021",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian-Sinemurian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Possibly Averostra,Possibly Tetanurae,,,,,,,,,,,,,,At least several individuals (include Shuangbaisaurus anlongbaoensis and Sinosaurus sinensis material).,Mortimer - Theropod database (online).,"Sinosaurus triassicus lived during the Late Triassic in what is now China. It was a medium-sized theropod with a slender body, long legs, and sharp teeth. Sinosaurus was bipedal and one of the earliest Asian predatory dinosaurs, hunting small to medium prey.",Carnivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1qJq3Qt2ZhsV-iKBpf2sdoTk3N-beYb4l/view?usp=drive_link
103,Syntarsus kayentakatae,valid,Rowe,1989,3 m,30 kg,3,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,Kayenta,Kayenta,"-109,0518700","36,9998195","1.445,9894623","77,6172910","65,2065449","1.222,7985952",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian-Pliensbachian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Coelophysoidea,Coelophysidae,,,,,,,,,,,,,,Several individuals (include partial skeleton with skull).,Mortimer - Theropod database (online).,"Syntarsus kayentakatae lived during the Early Jurassic in what is now North America. It was a small, fast theropod with long legs, slender body, and sharp teeth. ""Syntarsus"" kayentakatae was bipedal and hunted small vertebrates and insects.",Carnivore/Insectivore,Semi-arid floodplains and open woodlands,https://drive.google.com/file/d/1CbNT02SiMmu3e9_1Pw__Kj7HhUjJE0Wr/view?usp=drive_link
104,Tachiraptor admirabilis,valid,Langer et al.,2014,"Approx. 3,5 m",Approx. 42 kg,1,South America,Venezuela,Venezuela,"-67,2504388","8,1115881","995,5516067","-18,1325980","14,3909135","5.222.871,3370228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Táchira,La Quinta,La Quinta,"-71,6547502","8,3349848","1.559,8385675","-113,3408315","61,7817669","9.259,3322749",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,,,,,,,,,,,,,,,,"Incomplete tibia, referred proximal ischium.","Langer M.C., Rincón A.D., Ramezani J., Solórzano A. i O.W.M. Rauhut. (2014). New dinosaur (Theropoda, stem-Averostra) from the earliest Jurassic of the La Quinta formation, Venezuelan Andes.","Tachiraptor admirabilis lived around 200 million years ago during the Early Jurassic in what is now Venezuela. It was a small, agile theropod with long legs, a slender body, and sharp teeth. Tachiraptor was bipedal and preyed on small vertebrates and insects.",Carnivore/Insectivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1iM1SoS8jvRPbqyZ6mPJ8O1ifEGvfNUQ2/view?usp=drive_link
105,Tazoudasaurus naimi,valid,Allain et al.,2004,14 m,11 t,"3,5",Africa,Morocco,Morocco,"-8,5972822","34,6031243","-2.053,4997271","-1,3247262","0,3832970","4.484.213,1805927",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drâa-Tafilalet,Toundoute Continental Series,Toundoute Continental Series,"-6,1655465","32,2179445","1.084,6872988","169,9602222","62,4167408","303,2164935",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Pliensbachian-Toarcian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Vulcanodontidae,,,,,,,,,,At least 10 individuals (also skulls).,"Allain, R., Aquesbi, N., Dejax, J., Meyer, C.A., Monbaron, M., Montenat, C., Rechir, P., Rochdy, M., Russell, D.A., Taquet, P. (2004). A basal sauropod dinosaur from the Early Jurassic of Morocco.
Peyer, K., Allain, R. (2010). A reconstruction of Tazoudasaurus naimi (Dinosauria, Sauropoda) from the late Early Jurassic of Morocco.","Tazoudasaurus naimi lived during the Early Jurassic in what is now Morocco. It was a large sauropodomorph with a long neck, robust limbs, and heavy body. Tazoudasaurus was primarily quadrupedal and fed on mid- to high-height vegetation, one of the earliest large sauropods in Africa.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1eSK8_GmmTcQeqcL_SUmuQtaMpT14be7M/view?usp=drive_link
106,Tonganosaurus hei,valid,"Li, Yang, Liu & Wang",2010,"11,6 m",2 t,3,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sichuan,Yimen,Yimen,"105,5643590","31,4374209","667,8406900","44,9036876","64,7689673","2.033,5308100",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Approx. Pliensbachian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Eusauropoda,Mamenchisauridae,,,,,,,,,"Partial skeleton (vertebrae, rib fragments, limb bones and other fragments).","Li, Kui; Yang, Chun-Yan; Liu, Jian and Wang, Zheng-Xin (2010). ""A new sauropod dinosaur from the Lower Jurassic of Huili, Sichuan, China"".","Tonganosaurus hei lived during the Early Jurassic in what is now China. It was a medium-sized sauropodomorph with a long neck, robust limbs, and moderately heavy body. Tonganosaurus could walk bipedally or quadrupedally while feeding on low- to mid-level vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1ob0No6cVRMZXz7RD5a1nvXTfip6zAp_l/view?usp=drive_link
107,Vulcanodon karibaensis,valid,Raath,1972,"9,5 m","3,5 t",3,Africa,Zimbabwe,Zimbabwe,"29,2716679","-18,2718104","-2.958,0193831","-0,5575666","3,4247994","2.822.350,9029981",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mashonaland West,Forest Sandstone,Forest Sandstone,"28,2655220","-20,0250771","1.271,2279954","-3,0895667","67,4125170","608,3733693",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Sinemurian-Pliensbachian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,Gravisauria,Vulcanodontidae,,,,,,,,,,"Partial skeleton (vertebrae, limb bones and other fragments) without skull. Scapula (uncertain) and other fragments (uncertain)","Cooper, Michael R. (1984). ""A reassessment of Vulcanodon karibaensis Raath (Dinosauria: Saurischia) and the origin of the Sauropoda"".","Vulcanodon karibaensis lived around 200 million years ago during the Early Jurassic in what is now Zimbabwe. It was a medium-sized sauropodomorph with a long neck, sturdy limbs, and heavy body. Vulcanodon was primarily quadrupedal and fed on mid- to high-level vegetation.",Herbivore,Floodplains and open forests,https://drive.google.com/file/d/1esHkU1462eMi4gf55CVDeP0ChBTa8oAT/view?usp=drive_link
108,Xingxiulong chengi,valid,"Wang, You & Wang",2017,"5,3 m",400 kg,"3,5",Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Lower Lufeng,Lower Lufeng,"102,5966239","25,5237677","1.845,9314055","-97,6906532","61,6676788","1.574,2852207",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,,,,,,,,,,,,,,3 skeletons (also skulls).,"Wang, Y.-M., You, H.-L. & Wang, T. (2017) ""A new basal sauropodiform dinosaur from the Lower Jurassic of Yunnan Province, China"".","Xingxiulong chengi lived during the Early Jurassic in what is now China. It was a medium-sized sauropodomorph with a long neck, lightly built body, and moderately strong limbs. Xingxiulong could walk bipedally or quadrupedally while feeding on vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1YoF6p59rujkYAiaigLGrTOcW_xKXC9QQ/view?usp=drive_link
109,Xixiposaurus suni,valid,Sekiya,2010,"3,7 m",110 kg,"3,5",Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Lower Lufeng,Lower Lufeng,"102,5966239","25,5237677","1.845,9314055","-97,6906532","61,6676788","1.574,2852207",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Hettangian-Sinemurian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,,,,,,,,,,,,,,,,,Large part of skeleton with skull.,Sekiya T. (2010). A new prosauropod dinosaur from Lower Jurassic in Lufeng of Yunnan.,"Xixiposaurus suni lived during the Early Jurassic in what is now China. It was a medium-sized sauropodomorph with a long neck, slender body, and robust limbs. Xixiposaurus could move bipedally or quadrupedally while feeding on vegetation.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/1nS6vuR_dYyftJ7mfwOWu111NEAZcqbix/view?usp=drive_link
110,Yimenosaurus youngi,valid,"Bai, Yang & Wang",1990,"8,6 m","2,5 t",3,Asia,China,China,"91,9775972","41,4934298","1.199,8491739","359,8197205","0,0000000","10.341.207,3546696",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunnan,Fengjiahe,Fengjiahe,"101,3210474","26,2102024","2.220,0547552","15,8146613","67,9314382","1.014,1544021",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Jurassic,Approx. Hettangian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Possibly Plateosauria,,,,,,,,,,,,,,,,2 (more (uncertain)) partial skeletons with incomplete skulls.,"Bai, Z.; Yang, J.; Wang, G. (1990). ""Yimenosaurus, a New Genus of Prosauropod from Yimen County, Yunnan Province"".","Yimenosaurus youngi lived during the Early Jurassic in what is now China. It was a large sauropodomorph with a long neck, robust limbs, and heavy body. Yimenosaurus was primarily quadrupedal and fed on mid- to high-height vegetation, contributing to early sauropod diversity in Asia.",Herbivore,Floodplains and lightly forested areas,https://drive.google.com/file/d/15PVWEFB5JCkr34BCZwsktUt1Z1ZwmRXB/view?usp=drive_link
